OrderId,OrderDate,ShipDate,ShipMode,City,OrderDateCalc,IngestionDate
CA-2016-148712,17/04/2016,2016/04/23,Standard Class,New York City,17/04/2016,2022-06-20
CA-2016-148712,17/04/2016,2016/04/23,Standard Class,New York City,17/04/2016,2022-06-20
CA-2016-148712,17/04/2016,2016/04/23,Standard Class,New York City,17/04/2016,2022-06-20
CA-2017-128307,25/07/2017,2017/07/29,Standard Class,Houston,25/07/2017,2022-06-20
US-2017-127425,26/08/2017,2017/08/31,Standard Class,New York City,26/08/2017,2022-06-20
US-2017-127425,26/08/2017,2017/08/31,Standard Class,New York City,26/08/2017,2022-06-20
US-2015-119081,12/09/2015,2015/09/19,Standard Class,Olathe,12/09/2015,2022-06-20
US-2015-119081,12/09/2015,2015/09/19,Standard Class,Olathe,12/09/2015,2022-06-20
US-2015-119081,12/09/2015,2015/09/19,Standard Class,Olathe,12/09/2015,2022-06-20
US-2015-119081,12/09/2015,2015/09/19,Standard Class,Olathe,12/09/2015,2022-06-20
CA-2017-140613,22/07/2017,2017/07/29,Standard Class,Sparks,22/07/2017,2022-06-20
US-2018-108700,19/05/2018,2018/05/23,Standard Class,Rockford,19/05/2018,2022-06-20
CA-2018-160962,28/04/2018,2018/02/05,Standard Class,Philadelphia,28/04/2018,2022-06-20
CA-2018-160962,28/04/2018,2018/02/05,Standard Class,Philadelphia,28/04/2018,2022-06-20
CA-2018-130631,29/12/2018,2019/02/01,Standard Class,Edmonds,29/12/2018,2022-06-20
CA-2018-130631,29/12/2018,2019/02/01,Standard Class,Edmonds,29/12/2018,2022-06-20
CA-2018-116680,04/09/2018,2018/06/09,Second Class,San Francisco,04/09/2018,2022-06-20
CA-2018-116680,04/09/2018,2018/06/09,Second Class,San Francisco,04/09/2018,2022-06-20
US-2015-107405,21/03/2015,2015/03/25,Standard Class,Asheville,21/03/2015,2022-06-20
CA-2018-101574,28/09/2018,2018/04/10,Standard Class,Los Angeles,28/09/2018,2022-06-20
CA-2015-146591,19/01/2015,2015/01/20,First Class,Scottsdale,19/01/2015,2022-06-20
CA-2015-146591,19/01/2015,2015/01/20,First Class,Scottsdale,19/01/2015,2022-06-20
CA-2015-146591,19/01/2015,2015/01/20,First Class,Scottsdale,19/01/2015,2022-06-20
CA-2015-146591,19/01/2015,2015/01/20,First Class,Scottsdale,19/01/2015,2022-06-20
CA-2015-107706,14/02/2015,2015/02/19,Second Class,Houston,14/02/2015,2022-06-20
CA-2017-122448,09/06/2017,2017/06/14,Standard Class,San Francisco,09/06/2017,2022-06-20
CA-2015-132451,26/09/2015,2015/09/27,First Class,San Diego,26/09/2015,2022-06-20
CA-2015-132451,26/09/2015,2015/09/27,First Class,San Diego,26/09/2015,2022-06-20
CA-2017-158547,30/05/2017,2017/04/06,Standard Class,Hamilton,30/05/2017,2022-06-20
CA-2018-116946,19/12/2018,2018/12/23,Standard Class,Parker,19/12/2018,2022-06-20
CA-2018-116946,19/12/2018,2018/12/23,Standard Class,Parker,19/12/2018,2022-06-20
CA-2018-116946,19/12/2018,2018/12/23,Standard Class,Parker,19/12/2018,2022-06-20
CA-2018-121741,26/12/2018,2018/12/26,Same Day,Fremont,26/12/2018,2022-06-20
CA-2018-169691,15/06/2018,2018/06/18,First Class,Maple Grove,15/06/2018,2022-06-20
CA-2018-169691,15/06/2018,2018/06/18,First Class,Maple Grove,15/06/2018,2022-06-20
CA-2018-169691,15/06/2018,2018/06/18,First Class,Maple Grove,15/06/2018,2022-06-20
CA-2017-121356,20/11/2017,2017/11/24,Standard Class,Newark,20/11/2017,2022-06-20
CA-2015-101770,31/03/2015,2015/04/04,Standard Class,Miami,31/03/2015,2022-06-20
CA-2018-105487,08/10/2018,2018/10/14,Standard Class,San Diego,08/10/2018,2022-06-20
CA-2018-105487,08/10/2018,2018/10/14,Standard Class,San Diego,08/10/2018,2022-06-20
CA-2018-105487,08/10/2018,2018/10/14,Standard Class,San Diego,08/10/2018,2022-06-20
CA-2018-105487,08/10/2018,2018/10/14,Standard Class,San Diego,08/10/2018,2022-06-20
CA-2018-148999,30/01/2018,2018/04/02,Standard Class,Miami,30/01/2018,2022-06-20
CA-2015-107573,12/12/2015,2015/12/17,Standard Class,Miami,12/12/2015,2022-06-20
CA-2016-156608,24/10/2016,2016/10/29,Standard Class,San Antonio,24/10/2016,2022-06-20
CA-2018-134495,01/04/2018,2018/04/04,Second Class,Jacksonville,01/04/2018,2022-06-20
CA-2018-134495,01/04/2018,2018/04/04,Second Class,Jacksonville,01/04/2018,2022-06-20
CA-2018-134495,01/04/2018,2018/04/04,Second Class,Jacksonville,01/04/2018,2022-06-20
CA-2018-134495,01/04/2018,2018/04/04,Second Class,Jacksonville,01/04/2018,2022-06-20
CA-2018-164098,26/01/2018,2018/01/27,First Class,Houston,26/01/2018,2022-06-20
CA-2015-105249,28/11/2015,2015/11/28,Same Day,San Francisco,28/11/2015,2022-06-20
CA-2015-105249,28/11/2015,2015/11/28,Same Day,San Francisco,28/11/2015,2022-06-20
CA-2015-105249,28/11/2015,2015/11/28,Same Day,San Francisco,28/11/2015,2022-06-20
CA-2016-113523,04/09/2016,2016/08/09,Standard Class,Philadelphia,04/09/2016,2022-06-20
CA-2018-117821,12/06/2018,2018/06/16,Standard Class,Marion,12/06/2018,2022-06-20
CA-2018-164378,15/07/2018,2018/07/18,Second Class,New York City,15/07/2018,2022-06-20
CA-2018-164378,15/07/2018,2018/07/18,Second Class,New York City,15/07/2018,2022-06-20
CA-2018-164378,15/07/2018,2018/07/18,Second Class,New York City,15/07/2018,2022-06-20
CA-2018-164378,15/07/2018,2018/07/18,Second Class,New York City,15/07/2018,2022-06-20
CA-2018-164378,15/07/2018,2018/07/18,Second Class,New York City,15/07/2018,2022-06-20
CA-2018-127782,02/11/2018,2018/06/11,Standard Class,Philadelphia,02/11/2018,2022-06-20
CA-2018-127782,02/11/2018,2018/06/11,Standard Class,Philadelphia,02/11/2018,2022-06-20
CA-2018-127782,02/11/2018,2018/06/11,Standard Class,Philadelphia,02/11/2018,2022-06-20
CA-2018-127782,02/11/2018,2018/06/11,Standard Class,Philadelphia,02/11/2018,2022-06-20
US-2017-162026,08/10/2017,2017/08/10,Same Day,Los Angeles,08/10/2017,2022-06-20
CA-2017-150000,08/04/2017,2017/04/14,Standard Class,Smyrna,08/04/2017,2022-06-20
CA-2016-168529,08/10/2016,2016/12/10,Standard Class,San Francisco,08/10/2016,2022-06-20
US-2018-152569,15/05/2018,2018/05/20,Standard Class,Chicago,15/05/2018,2022-06-20
US-2018-152569,15/05/2018,2018/05/20,Standard Class,Chicago,15/05/2018,2022-06-20
US-2015-137680,24/02/2015,2015/02/03,Standard Class,Medford,24/02/2015,2022-06-20
US-2015-137680,24/02/2015,2015/02/03,Standard Class,Medford,24/02/2015,2022-06-20
CA-2016-103177,30/05/2016,2016/01/06,First Class,New York City,30/05/2016,2022-06-20
CA-2016-103177,30/05/2016,2016/01/06,First Class,New York City,30/05/2016,2022-06-20
CA-2016-103177,30/05/2016,2016/01/06,First Class,New York City,30/05/2016,2022-06-20
US-2017-138408,18/11/2017,2017/11/21,Second Class,Huntsville,18/11/2017,2022-06-20
CA-2018-117667,04/12/2018,2018/09/12,Standard Class,Philadelphia,04/12/2018,2022-06-20
CA-2018-117667,04/12/2018,2018/09/12,Standard Class,Philadelphia,04/12/2018,2022-06-20
CA-2018-117667,04/12/2018,2018/09/12,Standard Class,Philadelphia,04/12/2018,2022-06-20
CA-2018-117667,04/12/2018,2018/09/12,Standard Class,Philadelphia,04/12/2018,2022-06-20
CA-2018-117667,04/12/2018,2018/09/12,Standard Class,Philadelphia,04/12/2018,2022-06-20
CA-2017-110982,05/06/2017,2017/07/06,First Class,Santa Clara,05/06/2017,2022-06-20
CA-2017-110982,05/06/2017,2017/07/06,First Class,Santa Clara,05/06/2017,2022-06-20
CA-2017-147123,10/12/2017,2017/12/12,First Class,Long Beach,10/12/2017,2022-06-20
CA-2018-154501,30/04/2018,2018/05/05,Standard Class,Los Angeles,30/04/2018,2022-06-20
CA-2018-166933,24/04/2018,2018/04/28,Standard Class,Santa Barbara,24/04/2018,2022-06-20
CA-2016-142055,08/05/2016,2016/10/05,First Class,New York City,08/05/2016,2022-06-20
CA-2016-137106,31/03/2016,2016/04/04,Standard Class,Jacksonville,31/03/2016,2022-06-20
CA-2018-136609,06/08/2018,2018/11/08,Standard Class,Cedar Hill,06/08/2018,2022-06-20
CA-2018-160885,02/12/2018,2018/06/12,Standard Class,Omaha,02/12/2018,2022-06-20
US-2017-167472,06/06/2017,2017/07/06,First Class,Little Rock,06/06/2017,2022-06-20
US-2017-167472,06/06/2017,2017/07/06,First Class,Little Rock,06/06/2017,2022-06-20
US-2017-167472,06/06/2017,2017/07/06,First Class,Little Rock,06/06/2017,2022-06-20
US-2017-167472,06/06/2017,2017/07/06,First Class,Little Rock,06/06/2017,2022-06-20
US-2017-167472,06/06/2017,2017/07/06,First Class,Little Rock,06/06/2017,2022-06-20
US-2017-167472,06/06/2017,2017/07/06,First Class,Little Rock,06/06/2017,2022-06-20
US-2017-167472,06/06/2017,2017/07/06,First Class,Little Rock,06/06/2017,2022-06-20
CA-2016-120551,13/04/2016,2016/04/20,Standard Class,Norfolk,13/04/2016,2022-06-20
US-2018-150595,22/05/2018,2018/05/26,Standard Class,Chicago,22/05/2018,2022-06-20
US-2018-150595,22/05/2018,2018/05/26,Standard Class,Chicago,22/05/2018,2022-06-20
US-2018-150595,22/05/2018,2018/05/26,Standard Class,Chicago,22/05/2018,2022-06-20
CA-2017-134936,19/12/2017,2017/12/25,Standard Class,Tucson,19/12/2017,2022-06-20
CA-2017-134936,19/12/2017,2017/12/25,Standard Class,Tucson,19/12/2017,2022-06-20
CA-2017-134936,19/12/2017,2017/12/25,Standard Class,Tucson,19/12/2017,2022-06-20
CA-2018-102967,22/09/2018,2018/09/26,Standard Class,Concord,22/09/2018,2022-06-20
CA-2018-151008,07/09/2018,2018/08/09,First Class,Draper,07/09/2018,2022-06-20
CA-2018-151008,07/09/2018,2018/08/09,First Class,Draper,07/09/2018,2022-06-20
CA-2015-159800,28/11/2015,2015/01/12,First Class,San Francisco,28/11/2015,2022-06-20
CA-2015-159800,28/11/2015,2015/01/12,First Class,San Francisco,28/11/2015,2022-06-20
US-2015-159618,12/11/2015,2015/11/16,Standard Class,Houston,12/11/2015,2022-06-20
US-2015-159618,12/11/2015,2015/11/16,Standard Class,Houston,12/11/2015,2022-06-20
US-2015-159618,12/11/2015,2015/11/16,Standard Class,Houston,12/11/2015,2022-06-20
US-2015-159618,12/11/2015,2015/11/16,Standard Class,Houston,12/11/2015,2022-06-20
US-2015-159618,12/11/2015,2015/11/16,Standard Class,Houston,12/11/2015,2022-06-20
CA-2018-116113,02/10/2018,2018/06/10,Second Class,Montgomery,02/10/2018,2022-06-20
CA-2016-125066,14/12/2016,2016/12/18,Standard Class,Jackson,14/12/2016,2022-06-20
CA-2016-125066,14/12/2016,2016/12/18,Standard Class,Jackson,14/12/2016,2022-06-20
US-2016-114741,06/12/2016,2016/10/12,Standard Class,North Las Vegas,06/12/2016,2022-06-20
US-2016-114741,06/12/2016,2016/10/12,Standard Class,North Las Vegas,06/12/2016,2022-06-20
US-2016-114741,06/12/2016,2016/10/12,Standard Class,North Las Vegas,06/12/2016,2022-06-20
CA-2018-133263,31/03/2018,2018/02/04,Second Class,Atlanta,31/03/2018,2022-06-20
CA-2018-133263,31/03/2018,2018/02/04,Second Class,Atlanta,31/03/2018,2022-06-20
CA-2018-133263,31/03/2018,2018/02/04,Second Class,Atlanta,31/03/2018,2022-06-20
CA-2018-157966,13/03/2018,2018/03/13,Same Day,Chicago,13/03/2018,2022-06-20
CA-2018-157966,13/03/2018,2018/03/13,Same Day,Chicago,13/03/2018,2022-06-20
CA-2018-157966,13/03/2018,2018/03/13,Same Day,Chicago,13/03/2018,2022-06-20
CA-2018-157966,13/03/2018,2018/03/13,Same Day,Chicago,13/03/2018,2022-06-20
CA-2018-157966,13/03/2018,2018/03/13,Same Day,Chicago,13/03/2018,2022-06-20
CA-2018-157966,13/03/2018,2018/03/13,Same Day,Chicago,13/03/2018,2022-06-20
CA-2018-157966,13/03/2018,2018/03/13,Same Day,Chicago,13/03/2018,2022-06-20
CA-2015-151162,05/12/2015,2015/09/12,Standard Class,Columbus,05/12/2015,2022-06-20
CA-2015-151162,05/12/2015,2015/09/12,Standard Class,Columbus,05/12/2015,2022-06-20
CA-2015-151162,05/12/2015,2015/09/12,Standard Class,Columbus,05/12/2015,2022-06-20
CA-2015-151162,05/12/2015,2015/09/12,Standard Class,Columbus,05/12/2015,2022-06-20
CA-2015-151162,05/12/2015,2015/09/12,Standard Class,Columbus,05/12/2015,2022-06-20
CA-2017-136686,12/12/2017,2017/12/16,Standard Class,Pasadena,12/12/2017,2022-06-20
CA-2017-136686,12/12/2017,2017/12/16,Standard Class,Pasadena,12/12/2017,2022-06-20
CA-2018-137498,09/09/2018,2018/09/14,Second Class,Los Angeles,09/09/2018,2022-06-20
CA-2018-137498,09/09/2018,2018/09/14,Second Class,Los Angeles,09/09/2018,2022-06-20
CA-2018-137498,09/09/2018,2018/09/14,Second Class,Los Angeles,09/09/2018,2022-06-20
CA-2018-163818,04/10/2018,2018/08/10,Standard Class,Clinton,04/10/2018,2022-06-20
CA-2017-161158,09/05/2017,2017/05/13,Standard Class,New York City,09/05/2017,2022-06-20
CA-2015-116673,15/12/2015,2015/12/19,Second Class,San Diego,15/12/2015,2022-06-20
CA-2018-105333,30/11/2018,2018/04/12,Standard Class,New York City,30/11/2018,2022-06-20
CA-2018-105333,30/11/2018,2018/04/12,Standard Class,New York City,30/11/2018,2022-06-20
CA-2018-105333,30/11/2018,2018/04/12,Standard Class,New York City,30/11/2018,2022-06-20
CA-2016-149993,19/03/2016,2016/03/20,First Class,Lancaster,19/03/2016,2022-06-20
CA-2015-168158,19/07/2015,2015/07/24,Standard Class,Great Falls,19/07/2015,2022-06-20
CA-2017-115224,08/12/2017,2017/11/12,Second Class,San Francisco,08/12/2017,2022-06-20
CA-2017-115224,08/12/2017,2017/11/12,Second Class,San Francisco,08/12/2017,2022-06-20
CA-2015-164742,13/10/2015,2015/10/18,Second Class,Lakewood,13/10/2015,2022-06-20
CA-2015-164742,13/10/2015,2015/10/18,Second Class,Lakewood,13/10/2015,2022-06-20
US-2018-108014,19/11/2018,2018/11/25,Standard Class,Cleveland,19/11/2018,2022-06-20
CA-2018-160325,24/09/2018,2018/09/24,Same Day,Lawrence,24/09/2018,2022-06-20
CA-2018-160325,24/09/2018,2018/09/24,Same Day,Lawrence,24/09/2018,2022-06-20
CA-2016-159779,25/09/2016,2016/09/29,Standard Class,Concord,25/09/2016,2022-06-20
CA-2018-151176,13/02/2018,2018/02/20,Standard Class,Baltimore,13/02/2018,2022-06-20
CA-2018-151176,13/02/2018,2018/02/20,Standard Class,Baltimore,13/02/2018,2022-06-20
CA-2015-108903,03/10/2015,2015/03/10,Same Day,Columbus,03/10/2015,2022-06-20
CA-2015-108903,03/10/2015,2015/03/10,Same Day,Columbus,03/10/2015,2022-06-20
CA-2015-108903,03/10/2015,2015/03/10,Same Day,Columbus,03/10/2015,2022-06-20
CA-2017-117919,27/08/2017,2017/08/29,Second Class,Houston,27/08/2017,2022-06-20
CA-2017-117919,27/08/2017,2017/08/29,Second Class,Houston,27/08/2017,2022-06-20
CA-2016-142475,03/12/2016,2016/07/12,Standard Class,New York City,03/12/2016,2022-06-20
CA-2017-134516,20/09/2017,2017/09/25,Standard Class,Greensboro,20/09/2017,2022-06-20
CA-2017-134516,20/09/2017,2017/09/25,Standard Class,Greensboro,20/09/2017,2022-06-20
CA-2018-105193,25/03/2018,2018/03/31,Standard Class,New York City,25/03/2018,2022-06-20
CA-2016-168634,06/12/2016,2016/11/12,Standard Class,San Francisco,06/12/2016,2022-06-20
CA-2018-117198,31/08/2018,2018/05/09,Standard Class,Monroe,31/08/2018,2022-06-20
CA-2016-145828,05/10/2016,2016/07/10,First Class,Cincinnati,05/10/2016,2022-06-20
CA-2018-121027,18/08/2018,2018/08/22,Standard Class,Seattle,18/08/2018,2022-06-20
CA-2018-121027,18/08/2018,2018/08/22,Standard Class,Seattle,18/08/2018,2022-06-20
CA-2017-147431,02/02/2017,2017/07/02,Standard Class,New York City,02/02/2017,2022-06-20
CA-2017-158001,23/08/2017,2017/08/27,Standard Class,New York City,23/08/2017,2022-06-20
CA-2017-158001,23/08/2017,2017/08/27,Standard Class,New York City,23/08/2017,2022-06-20
CA-2017-158001,23/08/2017,2017/08/27,Standard Class,New York City,23/08/2017,2022-06-20
CA-2018-125745,30/06/2018,2018/04/07,Standard Class,Memphis,30/06/2018,2022-06-20
CA-2016-101154,18/09/2016,2016/09/21,First Class,San Diego,18/09/2016,2022-06-20
US-2017-124163,25/09/2017,2017/09/30,Standard Class,La Crosse,25/09/2017,2022-06-20
US-2017-124163,25/09/2017,2017/09/30,Standard Class,La Crosse,25/09/2017,2022-06-20
US-2017-124163,25/09/2017,2017/09/30,Standard Class,La Crosse,25/09/2017,2022-06-20
US-2017-124163,25/09/2017,2017/09/30,Standard Class,La Crosse,25/09/2017,2022-06-20
CA-2017-121748,24/10/2017,2017/10/28,Second Class,Los Angeles,24/10/2017,2022-06-20
CA-2017-121748,24/10/2017,2017/10/28,Second Class,Los Angeles,24/10/2017,2022-06-20
CA-2015-126683,29/09/2015,2015/01/10,Second Class,Seattle,29/09/2015,2022-06-20
CA-2015-126683,29/09/2015,2015/01/10,Second Class,Seattle,29/09/2015,2022-06-20
CA-2018-148810,26/06/2018,2018/01/07,Standard Class,Miami,26/06/2018,2022-06-20
CA-2018-148810,26/06/2018,2018/01/07,Standard Class,Miami,26/06/2018,2022-06-20
US-2017-146066,21/08/2017,2017/08/23,Second Class,Philadelphia,21/08/2017,2022-06-20
CA-2015-127614,11/02/2015,2015/02/15,Standard Class,Chesapeake,11/02/2015,2022-06-20
CA-2015-127614,11/02/2015,2015/02/15,Standard Class,Chesapeake,11/02/2015,2022-06-20
CA-2015-127614,11/02/2015,2015/02/15,Standard Class,Chesapeake,11/02/2015,2022-06-20
CA-2017-101742,23/09/2017,2017/09/28,Second Class,New York City,23/09/2017,2022-06-20
CA-2016-134943,05/12/2016,2016/06/12,First Class,Ann Arbor,05/12/2016,2022-06-20
CA-2018-123022,03/09/2018,2018/08/09,Standard Class,La Mesa,03/09/2018,2022-06-20
CA-2018-123022,03/09/2018,2018/08/09,Standard Class,La Mesa,03/09/2018,2022-06-20
CA-2018-113208,26/03/2018,2018/02/04,Standard Class,Dearborn,26/03/2018,2022-06-20
CA-2015-154893,21/12/2015,2015/12/27,Standard Class,San Diego,21/12/2015,2022-06-20
CA-2015-154893,21/12/2015,2015/12/27,Standard Class,San Diego,21/12/2015,2022-06-20
CA-2015-147900,23/09/2015,2015/09/28,Standard Class,Lakewood,23/09/2015,2022-06-20
CA-2018-106355,02/04/2018,2018/05/04,First Class,Meriden,02/04/2018,2022-06-20
CA-2017-127985,01/04/2017,2017/05/04,Second Class,Columbus,01/04/2017,2022-06-20
CA-2016-166604,15/05/2016,2016/05/20,Second Class,Roswell,15/05/2016,2022-06-20
CA-2018-120719,23/03/2018,2018/03/26,First Class,Seattle,23/03/2018,2022-06-20
CA-2018-127117,14/04/2018,2018/04/19,Standard Class,Morristown,14/04/2018,2022-06-20
CA-2016-104241,04/01/2016,2016/09/01,Standard Class,Alexandria,04/01/2016,2022-06-20
CA-2018-168179,02/11/2018,2018/07/11,Standard Class,Salt Lake City,02/11/2018,2022-06-20
CA-2018-142342,17/07/2018,2018/07/19,Second Class,Apple Valley,17/07/2018,2022-06-20
CA-2018-142342,17/07/2018,2018/07/19,Second Class,Apple Valley,17/07/2018,2022-06-20
CA-2018-142342,17/07/2018,2018/07/19,Second Class,Apple Valley,17/07/2018,2022-06-20
CA-2018-142342,17/07/2018,2018/07/19,Second Class,Apple Valley,17/07/2018,2022-06-20
CA-2018-109099,06/10/2018,2018/11/10,Standard Class,New York City,06/10/2018,2022-06-20
US-2015-134187,04/11/2015,2015/11/11,Standard Class,Long Beach,04/11/2015,2022-06-20
CA-2017-145261,18/12/2017,2017/12/21,First Class,Salem,18/12/2017,2022-06-20
CA-2017-145261,18/12/2017,2017/12/21,First Class,Salem,18/12/2017,2022-06-20
CA-2017-145261,18/12/2017,2017/12/21,First Class,Salem,18/12/2017,2022-06-20
CA-2017-145261,18/12/2017,2017/12/21,First Class,Salem,18/12/2017,2022-06-20
CA-2017-145261,18/12/2017,2017/12/21,First Class,Salem,18/12/2017,2022-06-20
CA-2017-145261,18/12/2017,2017/12/21,First Class,Salem,18/12/2017,2022-06-20
CA-2017-145261,18/12/2017,2017/12/21,First Class,Salem,18/12/2017,2022-06-20
CA-2017-108875,24/09/2017,2017/01/10,Standard Class,Aurora,24/09/2017,2022-06-20
CA-2017-108875,24/09/2017,2017/01/10,Standard Class,Aurora,24/09/2017,2022-06-20
CA-2017-141957,21/07/2017,2017/07/21,Same Day,Newark,21/07/2017,2022-06-20
CA-2017-141957,21/07/2017,2017/07/21,Same Day,Newark,21/07/2017,2022-06-20
CA-2017-141957,21/07/2017,2017/07/21,Same Day,Newark,21/07/2017,2022-06-20
CA-2017-141957,21/07/2017,2017/07/21,Same Day,Newark,21/07/2017,2022-06-20
CA-2017-142405,11/06/2017,2017/06/15,Standard Class,Seattle,11/06/2017,2022-06-20
CA-2017-142405,11/06/2017,2017/06/15,Standard Class,Seattle,11/06/2017,2022-06-20
CA-2017-142405,11/06/2017,2017/06/15,Standard Class,Seattle,11/06/2017,2022-06-20
CA-2016-141012,09/06/2016,2016/11/06,Second Class,Pocatello,09/06/2016,2022-06-20
CA-2016-141012,09/06/2016,2016/11/06,Second Class,Pocatello,09/06/2016,2022-06-20
CA-2018-127922,27/10/2018,2018/03/11,Standard Class,Dallas,27/10/2018,2022-06-20
CA-2018-127922,27/10/2018,2018/03/11,Standard Class,Dallas,27/10/2018,2022-06-20
CA-2017-146318,22/01/2017,2017/01/27,Standard Class,Seattle,22/01/2017,2022-06-20
CA-2015-135993,28/05/2015,2015/02/06,Standard Class,Seattle,28/05/2015,2022-06-20
CA-2015-135993,28/05/2015,2015/02/06,Standard Class,Seattle,28/05/2015,2022-06-20
CA-2015-126802,29/12/2015,2016/05/01,Standard Class,Chicago,29/12/2015,2022-06-20
CA-2017-143924,28/07/2017,2017/03/08,Standard Class,Holland,28/07/2017,2022-06-20
CA-2017-143924,28/07/2017,2017/03/08,Standard Class,Holland,28/07/2017,2022-06-20
CA-2017-141551,24/09/2017,2017/09/30,Standard Class,Broken Arrow,24/09/2017,2022-06-20
CA-2017-141551,24/09/2017,2017/09/30,Standard Class,Broken Arrow,24/09/2017,2022-06-20
CA-2015-164315,02/04/2015,2015/08/04,Standard Class,Athens,02/04/2015,2022-06-20
CA-2015-164315,02/04/2015,2015/08/04,Standard Class,Athens,02/04/2015,2022-06-20
CA-2015-164315,02/04/2015,2015/08/04,Standard Class,Athens,02/04/2015,2022-06-20
CA-2016-131072,05/11/2016,2016/05/11,Same Day,Seattle,05/11/2016,2022-06-20
CA-2015-131541,28/07/2015,2015/07/28,Same Day,Apopka,28/07/2015,2022-06-20
CA-2015-131541,28/07/2015,2015/07/28,Same Day,Apopka,28/07/2015,2022-06-20
CA-2015-131541,28/07/2015,2015/07/28,Same Day,Apopka,28/07/2015,2022-06-20
CA-2016-119550,26/12/2016,2016/12/31,Standard Class,Houston,26/12/2016,2022-06-20
US-2016-138093,10/12/2016,2016/12/16,Standard Class,Baltimore,10/12/2016,2022-06-20
US-2016-138093,10/12/2016,2016/12/16,Standard Class,Baltimore,10/12/2016,2022-06-20
US-2016-138093,10/12/2016,2016/12/16,Standard Class,Baltimore,10/12/2016,2022-06-20
US-2016-138093,10/12/2016,2016/12/16,Standard Class,Baltimore,10/12/2016,2022-06-20
US-2016-138093,10/12/2016,2016/12/16,Standard Class,Baltimore,10/12/2016,2022-06-20
CA-2017-126165,05/05/2017,2017/07/05,Second Class,San Francisco,05/05/2017,2022-06-20
CA-2018-126123,14/10/2018,2018/10/18,Standard Class,Chicago,14/10/2018,2022-06-20
CA-2018-126123,14/10/2018,2018/10/18,Standard Class,Chicago,14/10/2018,2022-06-20
CA-2017-143441,05/11/2017,2017/05/11,Same Day,Laredo,05/11/2017,2022-06-20
CA-2018-148320,03/11/2018,2018/08/11,Standard Class,San Francisco,03/11/2018,2022-06-20
CA-2017-125661,24/11/2017,2017/11/26,First Class,Cleveland,24/11/2017,2022-06-20
CA-2017-125661,24/11/2017,2017/11/26,First Class,Cleveland,24/11/2017,2022-06-20
US-2015-123519,14/12/2015,2015/12/21,Standard Class,Marion,14/12/2015,2022-06-20
US-2015-123519,14/12/2015,2015/12/21,Standard Class,Marion,14/12/2015,2022-06-20
US-2015-123519,14/12/2015,2015/12/21,Standard Class,Marion,14/12/2015,2022-06-20
CA-2015-155593,03/11/2015,2015/08/11,Standard Class,Fairfield,03/11/2015,2022-06-20
CA-2018-136000,22/09/2018,2018/09/25,Second Class,New York City,22/09/2018,2022-06-20
US-2016-160857,08/05/2016,2016/05/15,Standard Class,New York City,08/05/2016,2022-06-20
US-2016-160857,08/05/2016,2016/05/15,Standard Class,New York City,08/05/2016,2022-06-20
US-2016-160857,08/05/2016,2016/05/15,Standard Class,New York City,08/05/2016,2022-06-20
US-2016-160857,08/05/2016,2016/05/15,Standard Class,New York City,08/05/2016,2022-06-20
US-2016-160857,08/05/2016,2016/05/15,Standard Class,New York City,08/05/2016,2022-06-20
CA-2018-115805,31/07/2018,2018/07/31,Same Day,Chicago,31/07/2018,2022-06-20
US-2015-143707,01/03/2015,2015/05/03,Standard Class,New York City,01/03/2015,2022-06-20
CA-2018-116939,25/09/2018,2018/09/29,Standard Class,Richmond,25/09/2018,2022-06-20
CA-2016-124107,09/10/2016,2016/12/10,Second Class,Ann Arbor,09/10/2016,2022-06-20
CA-2016-124107,09/10/2016,2016/12/10,Second Class,Ann Arbor,09/10/2016,2022-06-20
CA-2016-124107,09/10/2016,2016/12/10,Second Class,Ann Arbor,09/10/2016,2022-06-20
CA-2016-124107,09/10/2016,2016/12/10,Second Class,Ann Arbor,09/10/2016,2022-06-20
CA-2018-126550,29/03/2018,2018/02/04,Second Class,Lafayette,29/03/2018,2022-06-20
CA-2016-138674,14/11/2016,2016/11/17,First Class,Springfield,14/11/2016,2022-06-20
CA-2016-138674,14/11/2016,2016/11/17,First Class,Springfield,14/11/2016,2022-06-20
CA-2016-138674,14/11/2016,2016/11/17,First Class,Springfield,14/11/2016,2022-06-20
CA-2017-165820,26/09/2017,2017/09/30,Standard Class,San Francisco,26/09/2017,2022-06-20
CA-2015-103191,22/09/2015,2015/09/27,Standard Class,Chicago,22/09/2015,2022-06-20
CA-2016-103933,25/09/2016,2016/09/27,First Class,New York City,25/09/2016,2022-06-20
CA-2016-110548,04/05/2016,2016/08/05,Standard Class,Houston,04/05/2016,2022-06-20
CA-2018-117324,08/12/2018,2018/12/13,Standard Class,Madison,08/12/2018,2022-06-20
CA-2018-117324,08/12/2018,2018/12/13,Standard Class,Madison,08/12/2018,2022-06-20
CA-2018-117324,08/12/2018,2018/12/13,Standard Class,Madison,08/12/2018,2022-06-20
CA-2018-117324,08/12/2018,2018/12/13,Standard Class,Madison,08/12/2018,2022-06-20
CA-2018-117324,08/12/2018,2018/12/13,Standard Class,Madison,08/12/2018,2022-06-20
CA-2018-143574,29/06/2018,2018/02/07,First Class,Milford,29/06/2018,2022-06-20
CA-2018-143574,29/06/2018,2018/02/07,First Class,Milford,29/06/2018,2022-06-20
CA-2018-143574,29/06/2018,2018/02/07,First Class,Milford,29/06/2018,2022-06-20
